date,Power Consumption,Outdoor Temperature,Occupancy
2018-07-31 17:45:00,73.79,17.82,0
2018-07-31 18:00:00,113.59,18.12,0
2018-07-31 18:15:00,102.49,17.62,0
2018-07-31 18:30:00,126.2,17.19,0
2018-07-31 18:45:00,105.79,16.88,0
2018-07-31 19:00:00,118.99,16.56,0
2018-07-31 19:15:00,111.94,16.46,1
2018-07-31 19:30:00,120.59,16.04,0
2018-07-31 19:45:00,119.55,16.78,0
2018-07-31 20:00:00,113.5,16.51,0
2018-07-31 20:15:00,107.47,16.49,0
2018-07-31 20:30:00,117.1,16.42,0
2018-07-31 20:45:00,112.2,16.49,0
2018-07-31 21:00:00,116.6,16.05,0
2018-07-31 21:15:00,112.09,16.44,0
2018-07-31 21:30:00,101.9166667,17.18,0
2018-07-31 21:45:00,94.35333334,16.76,0
2018-07-31 22:00:00,113.6,16.81,0
2018-07-31 22:15:00,107.6,16.41,0
2018-07-31 22:30:00,119.4,15.74,0
2018-07-31 22:45:00,87.845,15.39,0
2018-07-31 23:00:00,89.735,14.98,0
2018-07-31 23:15:00,112.89,14.41,0
2018-07-31 23:30:00,113.445,14.17,0
2018-07-31 23:45:00,111,13.66,0
2018-08-01 00:00:00,92.9,13.49,0
2018-08-01 00:15:00,83.2,13.11,0
2018-08-01 00:30:00,93,12.86,0
2018-08-01 00:45:00,98,12.83,0
2018-08-01 01:00:00,83.3,12.9,0
2018-08-01 01:15:00,75,13.07,0
2018-08-01 01:30:00,68.3,13.17,1
2018-08-01 01:45:00,59.15,13.18,2
2018-08-01 02:00:00,59.79,12.97,1
2018-08-01 02:15:00,65.39,12.87,1
2018-08-01 02:30:00,64,12.68,1
2018-08-01 02:45:00,58.1,12.63,6
2018-08-01 03:00:00,57.845,12.56,6
2018-08-01 03:15:00,62.99,12.78,10
2018-08-01 03:30:00,84.245,12.78,13
2018-08-01 03:45:00,55.5,12.65,15
2018-08-01 04:00:00,55.96333333,12.71,20
2018-08-01 04:15:00,53.32666667,12.57,24
2018-08-01 04:30:00,57.29,12.21,31
2018-08-01 04:45:00,55.69,11.94,43
2018-08-01 05:00:00,66.89,11.68,46
2018-08-01 05:15:00,58.79,11.54,51
2018-08-01 05:30:00,56.99,11.63,64
2018-08-01 05:45:00,54.90833333,11.6,71
2018-08-01 06:00:00,61.12666667,11.57,76
2018-08-01 06:15:00,57.845,11.52,82
2018-08-01 06:30:00,57.96333333,11.49,63
2018-08-01 06:45:00,56.18166667,11.4,65
2018-08-01 07:00:00,55,11.42,69
2018-08-01 07:15:00,54.84,11.37,69
2018-08-01 07:30:00,55.9,11.29,65
2018-08-01 07:45:00,53.19,11.13,66
2018-08-01 08:00:00,56.39,11.11,56
2018-08-01 08:15:00,54.09,11.07,49
2018-08-01 08:30:00,63.6,11.04,46
2018-08-01 08:45:00,52.68,11.07,44
2018-08-01 09:00:00,53.19,11.03,45
2018-08-01 09:15:00,55.09,10.99,55
2018-08-01 09:30:00,55.59,11.01,53
2018-08-01 09:45:00,56.49,11.01,57
2018-08-01 10:00:00,54.4,10.95,63
2018-08-01 10:15:00,57.1,10.93,73
2018-08-01 10:30:00,61.5,11.02,47
2018-08-01 10:45:00,61.7,11.14,46
2018-08-01 11:00:00,62.3,11.51,58
2018-08-01 11:15:00,100.1,11.56,87
2018-08-01 11:30:00,57.2,11.66,81
2018-08-01 11:45:00,55,11.98,80
2018-08-01 12:00:00,55.3,12.36,69
2018-08-01 12:15:00,54.69,12.44,55
2018-08-01 12:30:00,58.7,13.01,47
2018-08-01 12:45:00,62.1,13.32,46
2018-08-01 13:00:00,62.19,13.66,27
2018-08-01 13:15:00,64.3,14.19,14
2018-08-01 13:30:00,72.35,15.02,4
2018-08-01 13:45:00,87.5,15.43,0
2018-08-01 14:00:00,64.79,15.86,1
2018-08-01 14:15:00,101.45,16.29,1
2018-08-01 14:30:00,64.49,16.53,0
2018-08-01 14:45:00,90.19,16.69,0
2018-08-01 15:00:00,88.2,16.74,1
2018-08-01 15:15:00,89.89,16.93,1
2018-08-01 15:30:00,67.05,16.9,0
2018-08-01 15:45:00,66.1,17.4,0
2018-08-01 16:00:00,94.19,17.75,0
2018-08-01 16:15:00,96.49,18.26,0
2018-08-01 16:30:00,91.9,18.79,0
2018-08-01 16:45:00,73.3,18.62,1
2018-08-01 17:00:00,73.1,18.91,1
2018-08-01 17:15:00,71.3,18.26,1
2018-08-01 17:30:00,67.08,17.98,1
2018-08-01 17:45:00,75.2,17.93,1
2018-08-01 18:00:00,98.09,17.75,0
2018-08-01 18:15:00,112.3,18.48,0
2018-08-01 18:30:00,74.87,19.18,0
2018-08-01 18:45:00,97.095,18.94,0
2018-08-01 19:00:00,77.6,18.75,0
2018-08-01 19:15:00,76.835,19.33,0
2018-08-01 19:30:00,77.59,18.9,0
2018-08-01 19:45:00,115,18.38,0
2018-08-01 20:00:00,70.3,18.33,0
2018-08-01 20:15:00,77.9,18.17,0
2018-08-01 20:30:00,79.29,18.12,0
2018-08-01 20:45:00,76.69,17.82,0
2018-08-01 21:00:00,83.07,17.94,0
2018-08-01 21:15:00,103.6,17.41,0
2018-08-01 21:30:00,92.4,16.96,0
2018-08-01 21:45:00,78.39,17.12,0
2018-08-01 22:00:00,78.59,16.03,0
2018-08-01 22:15:00,84.69,15.74,0
2018-08-01 22:30:00,81.6,15.32,0
2018-08-01 22:45:00,98.94333333,15.21,0
2018-08-01 23:00:00,86.92666667,14.59,0
2018-08-01 23:15:00,89.79,13.87,0
2018-08-01 23:30:00,97.6,13.57,0
2018-08-01 23:45:00,94.09,13.52,0
2018-08-02 00:00:00,89.29,13.52,0
2018-08-02 00:15:00,95.45,13.54,0
2018-08-02 00:30:00,99.92333333,13.41,0
2018-08-02 00:45:00,104.1066667,13.04,0
2018-08-02 01:00:00,91.9,12.88,0
2018-08-02 01:15:00,72.95,12.71,0
2018-08-02 01:30:00,72.19,12.58,2
2018-08-02 01:45:00,64.935,12.39,4
2018-08-02 02:00:00,59.1,12.31,3
2018-08-02 02:15:00,58.57142857,12.22,4
2018-08-02 02:30:00,58.04285714,12.22,5
2018-08-02 02:45:00,57.51428571,12.15,7
2018-08-02 03:00:00,56.98571429,12.41,8
2018-08-02 03:15:00,56.45714286,12.27,8
2018-08-02 03:30:00,55.92857143,12.18,14
2018-08-02 03:45:00,55.4,12.13,20
2018-08-02 04:00:00,58.29666667,12.22,20
2018-08-02 04:15:00,57.49333333,12.28,25
2018-08-02 04:30:00,59.19,12.26,29
2018-08-02 04:45:00,58.75,12.13,33
2018-08-02 05:00:00,61.2,11.92,44
2018-08-02 05:15:00,55.6,11.77,59
2018-08-02 05:30:00,80.295,11.47,64
2018-08-02 05:45:00,59.69,11.41,67
2018-08-02 06:00:00,56.74,11.33,56
2018-08-02 06:15:00,54.99,11.24,60
2018-08-02 06:30:00,55,11.09,75
2018-08-02 06:45:00,55.1,11.2,74
2018-08-02 07:00:00,54.3,11.26,72
2018-08-02 07:15:00,54.3,11.29,68
2018-08-02 07:30:00,52.6,11.32,66
2018-08-02 07:45:00,54.69,11.39,62
2018-08-02 08:00:00,60.3175,11.43,57
2018-08-02 08:15:00,58.745,11.43,51
2018-08-02 08:30:00,57.1725,11.38,49
2018-08-02 08:45:00,53.8,11.35,53
2018-08-02 09:00:00,54.29,11.01,48
2018-08-02 09:15:00,57.8,10.86,53
2018-08-02 09:30:00,57.7,10.82,61
2018-08-02 09:45:00,54.445,10.81,72
2018-08-02 10:00:00,55.59,11.15,71
2018-08-02 10:15:00,58.02333333,11.18,71
2018-08-02 10:30:00,66.35666667,11.16,71
2018-08-02 10:45:00,64.69,11.13,71
2018-08-02 11:00:00,62.7,11.26,55
2018-08-02 11:15:00,63.59,11.32,50
2018-08-02 11:30:00,53.88,11.58,47
2018-08-02 11:45:00,76.59,11.69,47
2018-08-02 12:00:00,54.9,11.72,42
2018-08-02 12:15:00,55,12.01,35
2018-08-02 12:30:00,55.5,12.27,25
2018-08-02 12:45:00,55.95,12.53,21
2018-08-02 13:00:00,82.7,12.89,15
2018-08-02 13:15:00,54.8,13.23,5
2018-08-02 13:30:00,62.34,13.41,0
2018-08-02 13:45:00,66.9,13.9,0
2018-08-02 14:00:00,63.6,14.51,1
2018-08-02 14:15:00,84,14.79,0
2018-08-02 14:30:00,62.95,15.36,0
2018-08-02 14:45:00,86.99,15.85,1
2018-08-02 15:00:00,93.79,16.29,0
2018-08-02 15:15:00,111.44,16.33,0
2018-08-02 15:30:00,91.6,17.01,0
2018-08-02 15:45:00,87.65,17.44,2
2018-08-02 16:00:00,67.19,17.95,3
2018-08-02 16:15:00,97.26666667,18.17,1
2018-08-02 16:30:00,96.92333333,18.29,2
2018-08-02 16:45:00,71.7,18.41,2
2018-08-02 17:00:00,97.59,18.38,2
2018-08-02 17:15:00,116.59,17.84,3
2018-08-02 17:30:00,122.3666667,17.67,3
2018-08-02 17:45:00,130.5333333,17.94,2
2018-08-02 18:00:00,76.5,18.09,1
2018-08-02 18:15:00,74.7,18.08,2
2018-08-02 18:30:00,102,17.96,2
2018-08-02 18:45:00,102.4,18.32,2
2018-08-02 19:00:00,74.345,18.06,2
2018-08-02 19:15:00,72.28,18.09,2
2018-08-02 19:30:00,110.2,18.33,2
2018-08-02 19:45:00,92.39,18.26,2
2018-08-02 20:00:00,103.39,18.43,2
2018-08-02 20:15:00,84.59,17.42,2
2018-08-02 20:30:00,132.19,17.35,2
2018-08-02 20:45:00,84.8,17.08,2
2018-08-02 21:00:00,94.5,16.77,2
2018-08-02 21:15:00,118.5,16.43,2
2018-08-02 21:30:00,100.29,16.73,2
2018-08-02 21:45:00,119.59,16.66,2
2018-08-02 22:00:00,94.06,16.42,2
2018-08-02 22:15:00,119.575,17.09,2
2018-08-02 22:30:00,94.33,16.61,2
2018-08-02 22:45:00,93.565,15.94,2
2018-08-02 23:00:00,114.1,15.56,2
2018-08-02 23:15:00,113.54,14.96,0
2018-08-02 23:30:00,96.79,14.12,0
2018-08-02 23:45:00,100,13.94,0
2018-08-03 00:00:00,90.8,13.83,0
2018-08-03 00:15:00,91.3,13.79,0
2018-08-03 00:30:00,92.83333334,13.58,0
2018-08-03 00:45:00,115.9666667,13.47,0
2018-08-03 01:00:00,87.8,13.03,0
2018-08-03 01:15:00,85.19,12.79,0
2018-08-03 01:30:00,85.9,12.64,0
2018-08-03 01:45:00,60.1,12.47,1
2018-08-03 02:00:00,85.7,12.48,1
2018-08-03 02:15:00,84.8,12.44,2
2018-08-03 02:30:00,57.7,12.36,5
2018-08-03 02:45:00,56.19,12.29,5
2018-08-03 03:00:00,62.2,12.11,5
2018-08-03 03:15:00,62.495,11.96,5
2018-08-03 03:30:00,62.99,11.84,9
2018-08-03 03:45:00,58.3,11.65,11
2018-08-03 04:00:00,57.4,11.47,10
2018-08-03 04:15:00,55.175,11.44,16
2018-08-03 04:30:00,56.85,11.38,21
2018-08-03 04:45:00,53.925,11.36,28
2018-08-03 05:00:00,55,11.32,18
2018-08-03 05:15:00,55.49,11.1,28
2018-08-03 05:30:00,80.39,11.07,36
2018-08-03 05:45:00,57.095,11.18,39
2018-08-03 06:00:00,55.3,11.29,35
2018-08-03 06:15:00,55.1,11.36,37
2018-08-03 06:30:00,55.09,11.43,28
2018-08-03 06:45:00,53.88,11.48,31
2018-08-03 07:00:00,54.3425,11.51,26
2018-08-03 07:15:00,53.195,11.53,29
2018-08-03 07:30:00,53.9475,11.37,30
2018-08-03 07:45:00,53.6,11.13,23
2018-08-03 08:00:00,55.8,10.96,24
2018-08-03 08:15:00,59.4,10.78,20
2018-08-03 08:30:00,55.795,10.82,20
2018-08-03 08:45:00,55.89,10.79,19
2018-08-03 09:00:00,57.59,10.81,24
2018-08-03 09:15:00,54.49,10.75,24
2018-08-03 09:30:00,56.6,10.74,30
2018-08-03 09:45:00,57.48,10.73,35
2018-08-03 10:00:00,58.69,10.71,23
2018-08-03 10:15:00,55.5,10.73,29
2018-08-03 10:30:00,59.8,10.82,31
2018-08-03 10:45:00,63.59,10.86,32
2018-08-03 11:00:00,64.39333333,10.79,36
2018-08-03 11:15:00,61.39666667,10.83,35
2018-08-03 11:30:00,56.6,10.8,32
2018-08-03 11:45:00,61.75,10.9,38
2018-08-03 12:00:00,56.8,10.95,38
2018-08-03 12:15:00,58.79,10.92,33
2018-08-03 12:30:00,85.2,11.07,31
2018-08-03 12:45:00,82.9,11.36,26
2018-08-03 13:00:00,64.3,11.61,21
2018-08-03 13:15:00,116.7,11.96,13
2018-08-03 13:30:00,126.8,12.85,9
2018-08-03 13:45:00,92.9,13.23,10
2018-08-03 14:00:00,88.99,13.84,4
2018-08-03 14:15:00,70.1,14.16,6
2018-08-03 14:30:00,87.46666667,14.27,6
2018-08-03 14:45:00,112.1233333,15.08,3
2018-08-03 15:00:00,63.39,15.63,3
2018-08-03 15:15:00,90.6,15.85,2
2018-08-03 15:30:00,89.33333333,16.37,2
2018-08-03 15:45:00,93.36666667,16.3,3
2018-08-03 16:00:00,74.9,16.56,3
2018-08-03 16:15:00,91.99,16.87,3
2018-08-03 16:30:00,101.45,16.13,4
2018-08-03 16:45:00,120.39,17.06,4
2018-08-03 17:00:00,94.6,17.4,5
2018-08-03 17:15:00,114.295,17.64,5
2018-08-03 17:30:00,99.99,17.5,4
2018-08-03 17:45:00,121.1,17.26,4
2018-08-03 18:00:00,95.9,17.88,4
2018-08-03 18:15:00,117.55,17.92,4
2018-08-03 18:30:00,122.99,18.36,4
2018-08-03 18:45:00,132.45,18.21,4
2018-08-03 19:00:00,107.2,18.02,4
2018-08-03 19:15:00,151.2,18.56,4
2018-08-03 19:30:00,118.7,18.74,4
2018-08-03 19:45:00,109.8,18.67,4
2018-08-03 20:00:00,108.4,19.3,4
2018-08-03 20:15:00,144.6,19.82,4
2018-08-03 20:30:00,128.4,18.67,4
2018-08-03 20:45:00,107.79,18.99,4
2018-08-03 21:00:00,111.9,18.86,4
2018-08-03 21:15:00,105.49,18.66,4
2018-08-03 21:30:00,136.7,18.57,4
2018-08-03 21:45:00,121.5,17.91,4
2018-08-03 22:00:00,111,17.44,4
2018-08-03 22:15:00,111.1,16.99,4
2018-08-03 22:30:00,111.2,16.68,4
2018-08-03 22:45:00,144.3,16.57,4
2018-08-03 23:00:00,136.29,16.07,4
2018-08-03 23:15:00,124.9,15.43,0
2018-08-03 23:30:00,106,14.73,0
2018-08-03 23:45:00,106.79,14.29,0
2018-08-04 00:00:00,142.145,13.96,0
2018-08-04 00:15:00,111.99,13.41,0
2018-08-04 00:30:00,127.1,13.34,0
2018-08-04 00:45:00,103.4,13.27,0
2018-08-04 01:00:00,107.5,12.93,0
2018-08-04 01:15:00,103.1,12.84,0
2018-08-04 01:30:00,101.7,13.17,1
2018-08-04 01:45:00,103.4,13.06,2
2018-08-04 02:00:00,98.4,12.98,1
2018-08-04 02:15:00,97.9,12.82,2
2018-08-04 02:30:00,110.9,12.61,2
2018-08-04 02:45:00,106.4,12.17,5
2018-08-04 03:00:00,93.6,11.89,7
2018-08-04 03:15:00,77.4,11.97,10
2018-08-04 03:30:00,74.7,11.92,14
2018-08-04 03:45:00,69.6,11.73,13
2018-08-04 04:00:00,77.9,11.25,20
2018-08-04 04:15:00,91.49,11.25,22
2018-08-04 04:30:00,95.62333333,11.36,29
2018-08-04 04:45:00,95.25666667,11.44,34
2018-08-04 05:00:00,98.69,11.45,50
2018-08-04 05:15:00,101,11.47,59
2018-08-04 05:30:00,98.59,11.36,52
2018-08-04 05:45:00,103.6666667,11.18,56
2018-08-04 06:00:00,99.13333333,11.03,53
2018-08-04 06:15:00,96.4,10.94,46
2018-08-04 06:30:00,111.3,10.86,44
2018-08-04 06:45:00,88.49666667,10.74,41
2018-08-04 07:00:00,91.98333333,10.68,42
2018-08-04 07:15:00,89.19,10.67,49
2018-08-04 07:30:00,86.49,10.68,46
2018-08-04 07:45:00,87.285,10.72,38
2018-08-04 08:00:00,86.4,10.69,38
2018-08-04 08:15:00,87.99,10.68,38
2018-08-04 08:30:00,88.88,10.69,41
2018-08-04 08:45:00,88.4,10.63,32
2018-08-04 09:00:00,87,10.64,39
2018-08-04 09:15:00,86,10.69,46
2018-08-04 09:30:00,92.6,10.66,49
2018-08-04 09:45:00,103.9,10.63,48
2018-08-04 10:00:00,77.2,10.63,57
2018-08-04 10:15:00,79.1,10.61,60
2018-08-04 10:30:00,75,10.6,53
2018-08-04 10:45:00,100.15,10.75,50
2018-08-04 11:00:00,87.2,10.9,50
2018-08-04 11:15:00,90.49,11.08,43
2018-08-04 11:30:00,78.935,11.4,41
2018-08-04 11:45:00,87.19,11.52,42
2018-08-04 12:00:00,88.08,11.65,31
2018-08-04 12:15:00,84.635,11.95,30
2018-08-04 12:30:00,77.8,12.41,19
2018-08-04 12:45:00,71.69,12.47,20
2018-08-04 13:00:00,73.5,12.58,13
2018-08-04 13:15:00,73.79,12.6,4
2018-08-04 13:30:00,71.49,13.32,1
2018-08-04 13:45:00,79.29,13.43,1
2018-08-04 14:00:00,75.39,13.62,2
2018-08-04 14:15:00,70.09,13.81,1
2018-08-04 14:30:00,71,14.06,0
2018-08-04 14:45:00,89.09,14.61,3
2018-08-04 15:00:00,83.29,15.23,1
2018-08-04 15:15:00,100.3666667,15.7,3
2018-08-04 15:30:00,77.92333334,16.23,0
2018-08-04 15:45:00,82.9,17.12,0
2018-08-04 16:00:00,83.2,17.49,2
2018-08-04 16:15:00,102.79,17.8,2
2018-08-04 16:30:00,96.19,17.72,1
2018-08-04 16:45:00,86.1,17.08,3
2018-08-04 17:00:00,108.8,17.76,3
2018-08-04 17:15:00,83.09,17.89,3
2018-08-04 17:30:00,86.4,18.69,3
2018-08-04 17:45:00,83.6,18.58,3
2018-08-04 18:00:00,89.52333333,18.81,2
2018-08-04 18:15:00,95.36666667,19.24,2
2018-08-04 18:30:00,92.59,19.74,2
2018-08-04 18:45:00,113.55,19.36,2
2018-08-04 19:00:00,97.5,19.28,2
2018-08-04 19:15:00,90.5,19.77,2
2018-08-04 19:30:00,94.8,19.12,2
2018-08-04 19:45:00,93.99,19.36,2
2018-08-04 20:00:00,95,20.17,2
2018-08-04 20:15:00,94.2,19.84,2
2018-08-04 20:30:00,104.8,19.53,2
2018-08-04 20:45:00,92.8,20.02,2
2018-08-04 21:00:00,97.3,19.57,2
2018-08-04 21:15:00,97.45,19.41,2
2018-08-04 21:30:00,95.2,18.35,2
2018-08-04 21:45:00,96.59,17.84,2
2018-08-04 22:00:00,93.5,17.39,2
2018-08-04 22:15:00,93.7,16.83,2
2018-08-04 22:30:00,97.36666667,16.72,2
2018-08-04 22:45:00,93.02333333,16.56,2
2018-08-04 23:00:00,91.5,15.76,2
2018-08-04 23:15:00,88.95666667,15.27,0
2018-08-04 23:30:00,90.23333333,14.67,0
2018-08-04 23:45:00,94,14.05,0
2018-08-05 00:00:00,96.3,13.7,0
2018-08-05 00:15:00,95.59,13.64,0
2018-08-05 00:30:00,96.59,13.32,0
2018-08-05 00:45:00,95.4,12.99,0
2018-08-05 01:00:00,95.9,13,0
2018-08-05 01:15:00,93.745,13.13,0
2018-08-05 01:30:00,97.29,13.17,0
2018-08-05 01:45:00,94.89,13.02,0
2018-08-05 02:00:00,93.59,12.87,1
2018-08-05 02:15:00,93.145,12.86,1
2018-08-05 02:30:00,90.9,12.66,2
2018-08-05 02:45:00,89.39,12.43,4
2018-08-05 03:00:00,78.4,12.32,6
2018-08-05 03:15:00,75.65,12.24,7
2018-08-05 03:30:00,71.3,12.19,10
2018-08-05 03:45:00,69.04,12.19,14
2018-08-05 04:00:00,67.4,12.31,14
2018-08-05 04:15:00,57.49,12.77,21
2018-08-05 04:30:00,56.07,13.26,30
2018-08-05 04:45:00,56.4,13.63,37
2018-08-05 05:00:00,57.745,13.64,38
2018-08-05 05:15:00,56.09,13.3,52
2018-08-05 05:30:00,55.295,12.53,58
2018-08-05 05:45:00,55.7,12.34,64
2018-08-05 06:00:00,54.09,12.03,67
2018-08-05 06:15:00,55.49,11.71,69
2018-08-05 06:30:00,62.3,11.62,65
2018-08-05 06:45:00,96.5,11.77,73
2018-08-05 07:00:00,58.5,11.73,70
2018-08-05 07:15:00,55.3,11.66,69
2018-08-05 07:30:00,55.05,11.52,67
2018-08-05 07:45:00,53,11.44,62
2018-08-05 08:00:00,56.78,11.28,57
2018-08-05 08:15:00,55.4,11.14,54
2018-08-05 08:30:00,56.3,11.06,38
2018-08-05 08:45:00,57.3,10.9,33
2018-08-05 09:00:00,56.29,10.92,40
2018-08-05 09:15:00,58,10.98,46
2018-08-05 09:30:00,60.1,11.04,45
2018-08-05 09:45:00,57,11.04,48
2018-08-05 10:00:00,54.985,10.93,43
2018-08-05 10:15:00,55.08,11.36,46
2018-08-05 10:30:00,54.89,12.27,43
2018-08-05 10:45:00,56.19,12.45,47
2018-08-05 11:00:00,57.1,12.12,48
2018-08-05 11:15:00,55.29,12.22,48
2018-08-05 11:30:00,55.89,12.63,34
2018-08-05 11:45:00,58,13.12,25
2018-08-05 12:00:00,59.7125,13.54,25
2018-08-05 12:15:00,55.825,13.91,16
2018-08-05 12:30:00,55.5375,14.49,10
2018-08-05 12:45:00,58.35,15.17,7
2018-08-05 13:00:00,56.6625,15.59,9
2018-08-05 13:15:00,55.775,15.69,0
2018-08-05 13:30:00,56.0875,16.36,0
2018-08-05 13:45:00,57,17.09,0
2018-08-05 14:00:00,55.338,17.36,1
2018-08-05 14:15:00,54.676,17.77,3
2018-08-05 14:30:00,61.159,18.14,1
2018-08-05 14:45:00,54.542,18.47,0
2018-08-05 15:00:00,57.68,18.69,0
2018-08-05 15:15:00,55.9,19.06,0
2018-08-05 15:30:00,53.99,19.82,1
2018-08-05 15:45:00,54.2,20.01,1
2018-08-05 16:00:00,53.60833333,20.13,1
2018-08-05 16:15:00,52.31666667,19.97,2
2018-08-05 16:30:00,53.825,20.48,2
2018-08-05 16:45:00,57.3,20.41,2
2018-08-05 17:00:00,61.4,20.68,2
2018-08-05 17:15:00,55.5,20.54,2
2018-08-05 17:30:00,56,21.06,2
2018-08-05 17:45:00,56.69,20.8,1
2018-08-05 18:00:00,58.9,21.16,1
2018-08-05 18:15:00,75.34,21.22,1
2018-08-05 18:30:00,78.2,21.57,1
2018-08-05 18:45:00,76.4,21.63,1
2018-08-05 19:00:00,77.9,22.29,1
2018-08-05 19:15:00,82.5,23.73,1
2018-08-05 19:30:00,87.55,24.04,1
2018-08-05 19:45:00,92.19,24.35,1
2018-08-05 20:00:00,89.218,24.58,1
2018-08-05 20:15:00,87.426,24.46,1
2018-08-05 20:30:00,90.444,24.37,1
2018-08-05 20:45:00,86.452,25.04,1
2018-08-05 21:00:00,86.88,24.51,1
2018-08-05 21:15:00,80.245,24.56,1
2018-08-05 21:30:00,85.4,24.81,1
2018-08-05 21:45:00,95.2,24.52,1
2018-08-05 22:00:00,96.59,23.56,1
2018-08-05 22:15:00,96.63333333,23.71,1
2018-08-05 22:30:00,88.26666667,22.77,1
2018-08-05 22:45:00,91.39,22.47,1
2018-08-05 23:00:00,94.645,22.57,1
2018-08-05 23:15:00,89.48,22.2,0
2018-08-05 23:30:00,91.8,21.24,0
2018-08-05 23:45:00,88.745,22.57,0
2018-08-06 00:00:00,91.39,22.12,0
2018-08-06 00:15:00,92.09,22.76,0
2018-08-06 00:30:00,92.685,24.16,0
2018-08-06 00:45:00,97.78,24.58,0
2018-08-06 01:00:00,88.7475,24.03,0
2018-08-06 01:15:00,66.935,23.87,0
2018-08-06 01:30:00,67.0125,23.29,0
2018-08-06 01:45:00,58.09,23.21,0
2018-08-06 02:00:00,57.09,23.13,0
2018-08-06 02:15:00,58.7,23.34,0
2018-08-06 02:30:00,59.24,23.01,0
2018-08-06 02:45:00,57.88,22.78,0
2018-08-06 03:00:00,58.69,22.51,0
2018-08-06 03:15:00,59.5,22.33,0
2018-08-06 03:30:00,63.3,22.12,0
2018-08-06 03:45:00,62.7,22.17,0
2018-08-06 04:00:00,55.05,22.05,0
2018-08-06 04:15:00,54.2,22.09,1
2018-08-06 04:30:00,52.09,21.88,1
2018-08-06 04:45:00,54.89,21.8,1
2018-08-06 05:00:00,53.39,21.96,1
2018-08-06 05:15:00,52.88,21.34,1
2018-08-06 05:30:00,52.58,21.46,1
2018-08-06 05:45:00,53.792,22.16,1
2018-08-06 06:00:00,53.494,22.14,1
2018-08-06 06:15:00,54.196,23.58,1
2018-08-06 06:30:00,53.798,21.85,0
2018-08-06 06:45:00,53.1,21.17,0
2018-08-06 07:00:00,55.645,22.59,2
2018-08-06 07:15:00,55.99,22.69,2
2018-08-06 07:30:00,52.6,22.81,2
2018-08-06 07:45:00,56.39,23.14,2
2018-08-06 08:00:00,53.65,22.74,2
2018-08-06 08:15:00,54.37,22.17,2
2018-08-06 08:30:00,54.49,22.57,2
2018-08-06 08:45:00,54.78,22.26,3
2018-08-06 09:00:00,55.84,21.98,1
2018-08-06 09:15:00,55.8,21.17,1
2018-08-06 09:30:00,55.95,19.6,1
2018-08-06 09:45:00,56.8,19.68,1
2018-08-06 10:00:00,56.8,19.14,1
2018-08-06 10:15:00,54.2,19.99,1
2018-08-06 10:30:00,67.7,19.63,1
2018-08-06 10:45:00,69.1,19.12,1
2018-08-06 11:00:00,69.3,19.16,1
2018-08-06 11:15:00,59.6,19.41,1
2018-08-06 11:30:00,53.98,19.17,1
2018-08-06 11:45:00,53.59,19.07,1
2018-08-06 12:00:00,52.49,18.59,1
2018-08-06 12:15:00,54.4175,17.63,1
2018-08-06 12:30:00,56.745,17.85,1
2018-08-06 12:45:00,56.8725,18.5,1
2018-08-06 13:00:00,58.2,19.14,1
2018-08-06 13:15:00,85.6,19.41,0
2018-08-06 13:30:00,66.99,19.82,0
2018-08-06 13:45:00,62.46333333,20.14,0
2018-08-06 14:00:00,84.42666667,20.45,0
2018-08-06 14:15:00,75.99,20.48,0
2018-08-06 14:30:00,63.6,20.99,0
2018-08-06 14:45:00,63.3,21.59,0
2018-08-06 15:00:00,89.6,22.1,0
2018-08-06 15:15:00,88.1,22.52,0
2018-08-06 15:30:00,98.29,22.86,0
2018-08-06 15:45:00,90.19,22.63,0
2018-08-06 16:00:00,93.8,22.51,0
2018-08-06 16:15:00,74.1,22.18,0
2018-08-06 16:30:00,119.4,22.15,0
2018-08-06 16:45:00,124.3,22.47,0
2018-08-06 17:00:00,141.8,22.63,0
2018-08-06 17:15:00,126.09,23.62,0
2018-08-06 17:30:00,114.8,22.64,0
2018-08-06 17:45:00,142.9,22.78,0
2018-08-06 18:00:00,125.8,22.48,0
2018-08-06 18:15:00,116.5,22.26,0
2018-08-06 18:30:00,117.48,22.44,0
2018-08-06 18:45:00,117.39,22.74,0
2018-08-06 19:00:00,130.1,23.49,0
2018-08-06 19:15:00,115.7,23.36,0
2018-08-06 19:30:00,125.79,23.39,0
2018-08-06 19:45:00,136.7,23.18,0
2018-08-06 20:00:00,163.17,23.24,0
2018-08-06 20:15:00,115.2,22.83,0
2018-08-06 20:30:00,132.78,22.65,0
2018-08-06 20:45:00,142.6,22.04,0
2018-08-06 21:00:00,124.59,22.48,0
2018-08-06 21:15:00,119,22.07,0
2018-08-06 21:30:00,118.4,21.97,0
2018-08-06 21:45:00,115.09,21.42,0
2018-08-06 22:00:00,137.4,21.93,0
2018-08-06 22:15:00,114.1,21.51,0
2018-08-06 22:30:00,104.79,20.87,0
2018-08-06 22:45:00,123.9,20.98,0
2018-08-06 23:00:00,127.6,20.81,0
2018-08-06 23:15:00,98.19,19.89,0
2018-08-06 23:30:00,118.09,19.48,0
2018-08-06 23:45:00,96.6,18.91,0
2018-08-07 00:00:00,94.29,17.98,0
2018-08-07 00:15:00,91.7,17.38,0
2018-08-07 00:30:00,100.28,16.97,0
2018-08-07 00:45:00,117.08,16.64,0
